timeAdapting,timeNonAdapting,timeOffline,quadraticAdapting,quadraticNonAdapting,quadraticOffline,meanSquaredAdapting,meanSquaredNonAdapting,meanSquaredOffline
549.0,1097.0,548.0,0.43015703558921814,0.4310557544231415,0.4310557544231415,485.9893366523829,487.2569372879425,487.2569372879425
1097.0,1098.0,549.0,0.7292998433113098,0.7294820547103882,0.7294820547103882,15.275486647148682,15.909712909186965,15.909712909186965
548.0,1098.0,549.0,0.23612268269062042,0.23679335415363312,0.23679335415363312,-231.68213991825723,-229.4776258658867,-229.4776258658867
549.0,1097.0,1097.0,0.28154659271240234,0.28123149275779724,0.28123149275779724,-177.49186791407647,-177.99209803172516,-177.99209803172516
1097.0,1097.0,548.0,0.5218926668167114,0.5217684507369995,0.5217684507369995,483.6078039427048,487.6202503433715,487.6202503433715
1097.0,1097.0,1645.0,0.9531508684158325,0.9516156315803528,0.9516156315803528,1027.948334225047,1024.882385732274,1024.882385732274
1097.0,549.0,549.0,0.43015703558921814,0.4310557544231415,0.4310557544231415,556.9893366523829,558.2569372879425,558.2569372879425
549.0,1097.0,549.0,0.7015219330787659,0.7036183476448059,0.7036183476448059,-1994.818968192555,-1998.626324623654,-1998.626324623654
1097.0,1097.0,1097.0,0.4648037850856781,0.46760499477386475,0.46760499477386475,-37.3309103760389,-36.32188331794214,-36.32188331794214
1097.0,1097.0,1097.0,0.6546931266784668,0.6556957364082336,0.6556957364082336,-1553.400699817013,-1555.0057453291502,-1555.0057453291502
548.0,549.0,548.0,0.7631509900093079,0.7594062685966492,0.7594062685966492,1009.6713532361955,1008.2289841944539,1008.2289841944539
549.0,549.0,548.0,0.732761561870575,0.7350208163261414,0.7350208163261414,-1476.6845835541699,-1479.730275871474,-1479.730275871474
549.0,549.0,548.0,0.8025800585746765,0.8020006418228149,0.8020006418228149,1228.599300182987,1226.9942546708498,1226.9942546708498
549.0,1097.0,1097.0,1.0564192533493042,1.057776927947998,1.057776927947998,1393.6713532361955,1392.228984194454,1392.228984194454
1098.0,548.0,549.0,0.8231294751167297,0.8235918283462524,0.8235918283462524,-2390.8082253775374,-2391.9149560256524,-2391.9149560256524
1097.0,1097.0,549.0,0.7090253829956055,0.7092756628990173,0.7092756628990173,-2207.1469209939014,-2208.519756608811,-2208.519756608811
548.0,1097.0,549.0,0.42686983942985535,0.42492562532424927,0.42492562532424927,372.393924614531,365.67783913092717,365.67783913092717
549.0,1646.0,1098.0,0.47182199358940125,0.4714225232601166,0.4714225232601166,-245.24820105254548,-251.72639590245308,-251.72639590245308
1097.0,549.0,548.0,0.47182199358940125,0.4714225232601166,0.4714225232601166,641.7517989474545,635.2736040975469,635.2736040975469
1097.0,6034.0,1098.0,0.3330446481704712,0.3394565284252167,0.3394565284252167,-845.2468919929152,-854.6392793915256,-854.6392793915256
1097.0,549.0,549.0,0.4300553798675537,0.4310557544231415,0.4310557544231415,485.92797074658665,487.2569372879425,487.2569372879425
1097.0,1097.0,549.0,0.6723862290382385,0.6722177863121033,0.6722177863121033,104.80659362828828,101.22210144814198,101.22210144814198
1097.0,548.0,1097.0,0.4694255292415619,0.4704648554325104,0.4704648554325104,-1495.1934063717117,-1498.777898551858,-1498.777898551858
548.0,548.0,549.0,0.8095820546150208,0.8082764744758606,0.8082764744758606,-1579.588352150512,-1579.2776145939379,-1579.2776145939379
1097.0,1097.0,1098.0,0.38886305689811707,0.3876896798610687,0.3876896798610687,844.8414306338404,841.8930834406092,841.8930834406092
1097.0,1097.0,1098.0,0.7654915452003479,0.7590163350105286,0.7590163350105286,1462.9566603037524,1458.1795558090228,1458.1795558090228
1097.0,1097.0,1097.0,0.4694255292415619,0.4704648554325104,0.4704648554325104,-1039.1934063717117,-1042.777898551858,-1042.777898551858
1097.0,1097.0,1097.0,0.61640465259552,0.6161239147186279,0.6161239147186279,-138.7120610928123,-134.68197316564874,-134.68197316564874
1097.0,549.0,549.0,0.23757460713386536,0.2379867434501648,0.2379867434501648,-1216.948691448406,-1218.016721846333,-1218.016721846333
549.0,1097.0,1097.0,0.7552158832550049,0.7571918964385986,0.7571918964385986,-2010.6751767428386,-2011.0164514668695,-2011.0164514668695
549.0,549.0,549.0,0.6428277492523193,0.641130268573761,0.641130268573761,111.32482325716137,110.98354853313049,110.98354853313049
549.0,548.0,549.0,0.2908334732055664,0.29484695196151733,0.29484695196151733,-707.0433396962476,-711.8204441909772,-711.8204441909772
1098.0,549.0,1097.0,0.33298882842063904,0.3394565284252167,0.3394565284252167,-655.1740349633965,-664.6392793915256,-664.6392793915256
548.0,1097.0,549.0,0.6406973004341125,0.6416550874710083,0.6416550874710083,1457.214031292905,1455.480243391189,1455.480243391189
549.0,549.0,549.0,0.6911959052085876,0.6907413601875305,0.6907413601875305,-996.6751767428386,-997.0164514668695,-997.0164514668695
549.0,548.0,1097.0,0.794714093208313,0.795490026473999,0.795490026473999,-1588.726889346447,-1595.3221608690728,-1595.3221608690728
1097.0,1097.0,549.0,0.9708622694015503,0.9699966311454773,0.9699966311454773,2530.053419617864,2516.728086567931,2516.728086567931
1645.0,1097.0,1097.0,0.6318277716636658,0.6342906951904297,0.6342906951904297,259.2983169310537,260.98879835746357,260.98879835746357
1098.0,1097.0,549.0,0.6795873641967773,0.6795873641967773,0.6795873641967773,310.83378203589564,310.83378203589564,310.83378203589564
1097.0,1097.0,1646.0,0.19945862889289856,0.2002592235803604,0.2002592235803604,-705.3769921734838,-708.2371046428016,-708.2371046428016
1097.0,549.0,1097.0,0.43000462651252747,0.4310557544231415,0.4310557544231415,485.89729322928906,487.2569372879425,487.2569372879425
548.0,549.0,1098.0,0.4597039818763733,0.458760142326355,0.458760142326355,-838.1052834104157,-842.1392700460528,-842.1392700460528
1097.0,548.0,1097.0,0.19938403367996216,0.2002592235803604,0.2002592235803604,-932.2400963535365,-935.2371046428016,-935.2371046428016
1097.0,548.0,1097.0,0.7014374136924744,0.7036183476448059,0.7036183476448059,-1447.7273622925677,-1451.626324623654,-1451.626324623654
1097.0,1097.0,1098.0,0.3329330384731293,0.3394565284252167,0.3394565284252167,-1439.1011901453421,-1448.6392793915256,-1448.6392793915256
1097.0,1097.0,1097.0,0.22826850414276123,0.2291240245103836,0.2291240245103836,-523.1749064507057,-526.1176142677259,-526.1176142677259
1097.0,1097.0,549.0,0.7015677094459534,0.7021616697311401,0.7021616697311401,-1482.8174807666746,-1483.2898455436898,-1483.2898455436898
1097.0,548.0,1097.0,0.5389479398727417,0.5462809801101685,0.5462809801101685,845.3070162121348,858.3397897821105,858.3397897821105
1097.0,549.0,549.0,0.5549600124359131,0.553879976272583,0.553879976272583,-347.7273622925677,-351.626324623654,-351.626324623654
549.0,1097.0,548.0,0.43000462651252747,0.4310557544231415,0.4310557544231415,518.8972932292891,520.2569372879425,520.2569372879425
1097.0,1097.0,1097.0,0.3329330384731293,0.3394565284252167,0.3394565284252167,-1114.1011901453421,-1123.6392793915256,-1123.6392793915256
1097.0,1097.0,1097.0,0.3329330384731293,0.3394565284252167,0.3394565284252167,-401.1011901453421,-410.63927939152563,-410.63927939152563
549.0,1097.0,1097.0,0.6546302437782288,0.6556957364082336,0.6556957364082336,-1177.3962515794883,-1179.0057453291502,-1179.0057453291502
548.0,549.0,549.0,0.7870064973831177,0.7865924835205078,0.7865924835205078,1650.2726377074323,1646.373675376346,1646.373675376346
548.0,549.0,548.0,0.5366374850273132,0.535996675491333,0.535996675491333,1204.5131045782982,1201.269724128526,1201.269724128526
1097.0,549.0,549.0,0.3632092773914337,0.3646954596042633,0.3646954596042633,-929.9481572677741,-930.7710158055461,-930.7710158055461
1098.0,1097.0,548.0,0.5093221068382263,0.5086479187011719,0.5086479187011719,240.20046946245748,239.58890442766005,239.58890442766005
548.0,549.0,548.0,0.7325970530509949,0.7350208163261414,0.7350208163261414,-1514.4868954217018,-1517.730275871474,-1517.730275871474
1097.0,549.0,1097.0,1.098198413848877,1.1009348630905151,1.1009348630905151,-983.0651468968026,-984.5197566088109,-984.5197566088109
1097.0,1097.0,1097.0,0.5651535391807556,0.5637526512145996,0.5637526512145996,-1910.7130597881733,-1906.6819731656487,-1906.6819731656487
1097.0,549.0,1098.0,0.4299030303955078,0.4310557544231415,0.4310557544231415,485.8359490626881,487.2569372879425,487.2569372879425
1097.0,1097.0,1097.0,0.754873514175415,0.7460393905639648,0.7460393905639648,154.11727107071965,144.36072060847437,144.36072060847437
548.0,1097.0,548.0,0.6724212169647217,0.6722177863121033,0.6722177863121033,-124.95957591804836,-128.77789855185802,-128.77789855185802
1097.0,549.0,549.0,0.949924647808075,0.9482331871986389,0.9482331871986389,-2464.6620641329846,-2460.0781497654393,-2460.0781497654393
1097.0,1097.0,549.0,0.9129106998443604,0.9108434915542603,0.9108434915542603,-2266.4092061716183,-2262.3797496566285,-2262.3797496566285
1646.0,1098.0,1097.0,0.7292128205299377,0.7294820547103882,0.7294820547103882,-434.710646942528,-434.09028709081304,-434.09028709081304
1098.0,1097.0,1097.0,0.7943618893623352,0.795490026473999,0.795490026473999,-708.5024923212231,-715.3221608690728,-715.3221608690728
1645.0,1646.0,1097.0,0.8026224970817566,0.8049951195716858,0.8049951195716858,-1449.747265380448,-1451.9994934508923,-1451.9994934508923
1097.0,548.0,548.0,0.7221587300300598,0.7210661768913269,0.7210661768913269,-1178.164050937312,-1176.7430627120575,-1176.7430627120575
548.0,1098.0,549.0,0.6004340052604675,0.6005485653877258,0.6005485653877258,285.1903176517417,283.5934068210963,283.5934068210963
1097.0,2194.0,2743.0,1.1805710792541504,1.1827185153961182,1.1827185153961182,521.0841933545407,522.0502715343091,522.0502715343091
1097.0,1646.0,1097.0,0.2909789979457855,0.29484695196151733,0.29484695196151733,94.78287885744362,90.17955580902276,90.17955580902276
1097.0,549.0,1097.0,0.4595489203929901,0.458760142326355,0.458760142326355,-412.0285999300322,-416.13927004605284,-416.13927004605284
1097.0,1098.0,2194.0,0.36301714181900024,0.3646954596042633,0.3646954596042633,-925.6839730750398,-926.7710158055461,-926.7710158055461
1097.0,1097.0,1646.0,0.33276569843292236,0.3394565284252167,0.3394565284252167,-811.8827289292803,-821.6392793915256,-821.6392793915256
1097.0,549.0,549.0,0.7004749774932861,0.7012969255447388,0.7012969255447388,1297.289353057472,1297.909712909187,1297.909712909187
1097.0,549.0,548.0,0.9776471853256226,0.9785783886909485,0.9785783886909485,2946.4461019907712,2945.9835485331305,2945.9835485331305
1097.0,548.0,549.0,1.038918375968933,1.0387346744537354,1.0387346744537354,2261.935195549917,2263.268554368481,2263.268554368481
1097.0,1097.0,1097.0,0.11008747667074203,0.10946278274059296,0.10946278274059296,377.08419335454073,378.0502715343091,378.0502715343091
549.0,549.0,549.0,0.28149962425231934,0.28123149275779724,0.28123149275779724,123.49037989806538,123.00790196827484,123.00790196827484
1097.0,549.0,1097.0,0.4299023747444153,0.4310557544231415,0.4310557544231415,485.86655791679095,487.2569372879425,487.2569372879425
549.0,548.0,549.0,0.7291598320007324,0.7294820547103882,0.7294820547103882,407.2241906716754,407.90971290918696,407.90971290918696
549.0,549.0,1097.0,1.0074657201766968,1.0068647861480713,1.0068647861480713,1542.866557916791,1544.2569372879425,1544.2569372879425
549.0,548.0,1097.0,0.5218518376350403,0.5217684507369995,0.5217684507369995,157.81558143727807,161.62025034337148,161.62025034337148
549.0,1097.0,1646.0,0.3628251254558563,0.3646954596042633,0.3646954596042633,-971.4199286185349,-972.7710158055461,-972.7710158055461
549.0,549.0,1097.0,0.6597972512245178,0.6626524329185486,0.6626524329185486,-242.09426051998798,-240.36824362583548,-240.36824362583548
1097.0,1098.0,549.0,0.917888879776001,0.9171915054321289,0.9171915054321289,1197.1239469690581,1195.983278153667,1195.983278153667
549.0,549.0,548.0,0.700425386428833,0.7012969255447388,0.7012969255447388,1289.2241906716754,1289.909712909187,1289.909712909187
1097.0,1097.0,1097.0,0.6405362486839294,0.6416550874710083,0.6416550874710083,1807.0945460326484,1805.480243391189,1805.480243391189
1097.0,549.0,548.0,0.7681969404220581,0.7665651440620422,0.7665651440620422,364.5964043560625,361.2697241285259,361.2697241285259
1097.0,1097.0,549.0,1.2361397743225098,1.2353968620300293,1.2353968620300293,2129.123946969058,2127.983278153667,2127.983278153667
548.0,1097.0,1098.0,0.7014285326004028,0.7036183476448059,0.7036183476448059,-1426.699878841433,-1430.626324623654,-1430.626324623654
549.0,549.0,549.0,0.6428555846214294,0.641130268573761,0.641130268573761,589.2801461869922,588.9835485331305,588.9835485331305
1097.0,548.0,549.0,0.809013307094574,0.8082764744758606,0.8082764744758606,-1596.3209713553183,-1596.2776145939379,-1596.2776145939379
549.0,548.0,549.0,0.6597972512245178,0.6626524329185486,0.6626524329185486,-957.094260519988,-955.3682436258355,-955.3682436258355
1097.0,549.0,1097.0,0.5660530924797058,0.5654101967811584,0.5654101967811584,646.7200527107907,644.9942546708498,644.9942546708498
549.0,548.0,548.0,0.6912088394165039,0.6907413601875305,0.6907413601875305,-820.7198538130078,-821.0164514668695,-821.0164514668695
548.0,549.0,548.0,0.5365990400314331,0.535996675491333,0.535996675491333,1270.5964043560625,1267.269724128526,1267.269724128526
1097.0,1097.0,1097.0,0.33278635144233704,0.3394565284252167,0.3394565284252167,-1110.8438991089915,-1120.6392793915256,-1120.6392793915256
549.0,549.0,548.0,0.5218518376350403,0.5217684507369995,0.5217684507369995,-283.18441856272193,-279.3797496566285,-279.3797496566285
1097.0,3292.0,2194.0,0.42988482117652893,0.4310557544231415,0.4310557544231415,485.7330528437851,487.2569372879425,487.2569372879425
3840.0,2194.0,2194.0,0.7003759145736694,0.7012969255447388,0.7012969255447388,894.1590438313633,894.909712909187,894.909712909187
1645.0,549.0,1097.0,0.6911537647247314,0.6907413601875305,0.6907413601875305,-1311.7441638345927,-1312.0164514668695,-1312.0164514668695
1645.0,2194.0,2195.0,0.33273062109947205,0.3394565284252167,0.3394565284252167,-1222.7711185536864,-1232.6392793915256,-1232.6392793915256
548.0,1097.0,549.0,0.8270923495292664,0.8256149888038635,0.8256149888038635,-3349.9023778647015,-3345.764399069042,-3345.764399069042
1097.0,1646.0,2194.0,0.16209660470485687,0.16280338168144226,0.16280338168144226,-158.30012402831562,-157.5377630980979,-157.5377630980979
1097.0,548.0,1098.0,0.33273062109947205,0.3394565284252167,0.3394565284252167,-1119.7711185536864,-1129.6392793915256,-1129.6392793915256
1097.0,1097.0,1097.0,0.9846727848052979,0.9842134118080139,0.9842134118080139,2551.7218052557573,2544.677839130927,2544.677839130927
1646.0,2743.0,2195.0,0.9901185631752014,0.9886291027069092,0.9886291027069092,1154.8967482790767,1151.7628953571984,1151.7628953571984
1097.0,1097.0,1097.0,0.6545867323875427,0.6556957364082336,0.6556957364082336,-893.2914608338515,-895.0057453291502,-895.0057453291502
1646.0,1646.0,2743.0,0.13955144584178925,0.140857994556427,0.140857994556427,-692.5554726944638,-694.8029876992537,-694.8029876992537
548.0,549.0,549.0,0.5958053469657898,0.5947989821434021,0.5947989821434021,-2015.8409561686367,-2015.090287090813,-2015.090287090813
548.0,1097.0,549.0,1.0380116701126099,1.0362093448638916,1.0362093448638916,-411.3001240283156,-410.5377630980979,-410.5377630980979
549.0,548.0,548.0,0.23607689142227173,0.23679335415363312,0.23679335415363312,649.3294342294289,651.5223741341133,651.5223741341133
548.0,1097.0,1097.0,0.42988482117652893,0.4310557544231415,0.4310557544231415,470.7330528437851,472.2569372879425,472.2569372879425
1097.0,549.0,548.0,0.6545867323875427,0.6556957364082336,0.6556957364082336,-1178.2914608338515,-1180.0057453291502,-1180.0057453291502
1097.0,1098.0,1097.0,0.33273062109947205,0.3394565284252167,0.3394565284252167,-774.7711185536864,-784.6392793915256,-784.6392793915256
1097.0,1097.0,549.0,0.5092300772666931,0.5086479187011719,0.5086479187011719,302.1508151166381,301.58890442766005,301.58890442766005
1097.0,548.0,549.0,0.7003759145736694,0.7012969255447388,0.7012969255447388,921.1590438313633,921.909712909187,921.909712909187
1097.0,548.0,1097.0,0.9901185631752014,0.9886291027069092,0.9886291027069092,1308.8967482790767,1305.7628953571984,1305.7628953571984
1097.0,548.0,548.0,0.4297833740711212,0.4310557544231415,0.4310557544231415,485.67174978966796,487.2569372879425,487.2569372879425
1097.0,548.0,1097.0,1.1471716165542603,1.1452584266662598,1.1452584266662598,3359.3916978219113,3355.373675376346,3355.373675376346
1097.0,548.0,548.0,0.6543719172477722,0.6556957364082336,0.6556957364082336,-959.0589267070463,-961.0057453291502,-961.0057453291502
548.0,548.0,1097.0,0.6910475492477417,0.6907413601875305,0.6907413601875305,-197.69649885326908,-198.0164514668695,-198.0164514668695
1097.0,549.0,549.0,0.7870129346847534,0.7865924835205078,0.7865924835205078,1355.3916978219113,1351.373675376346,1351.373675376346
1097.0,1097.0,0.0,0.7783839702606201,0.778378427028656,0.778378427028656,925.8417426057313,926.5299779508377,926.5299779508377
1097.0,1645.0,1097.0,0.7014508843421936,0.7021616697311401,0.7021616697311401,-1041.7443704177108,-1042.2898455436898,-1042.2898455436898
548.0,548.0,549.0,0.7326527237892151,0.7350208163261414,0.7350208163261414,-1560.4950354273556,-1563.730275871474,-1563.730275871474
549.0,548.0,1097.0,0.8026783466339111,0.8020006418228149,0.8020006418228149,800.9410732929537,798.9942546708498,798.9942546708498
1097.0,1097.0,549.0,0.4297833740711212,0.4310557544231415,0.4310557544231415,73.67174978966796,75.25693728794249,75.25693728794249
1097.0,1645.0,1645.0,0.33256345987319946,0.3394565284252167,0.3394565284252167,-810.5528500244927,-820.6392793915256,-820.6392793915256
1097.0,549.0,1097.0,0.5550223588943481,0.553879976272583,0.553879976272583,389.3916978219113,385.373675376346,385.373675376346
2194.0,2194.0,2195.0,0.3801153004169464,0.38543203473091125,0.38543203473091125,-582.9115015479056,-584.2327779558541,-584.2327779558541
1097.0,1097.0,1097.0,0.6631942987442017,0.6666459441184998,0.6666459441184998,1023.5840039310187,1029.1312420906152,1029.1312420906152
1097.0,1097.0,1097.0,0.9825946688652039,0.9808768630027771,0.9808768630027771,1590.0384180975025,1586.222101448142,1586.222101448142
1097.0,548.0,548.0,0.11020724475383759,0.10946278274059296,0.10946278274059296,-917.0891393459033,-915.9497284656909,-915.9497284656909
1097.0,1097.0,1097.0,0.729215145111084,0.7294820547103882,0.7294820547103882,-28.90908915331147,-28.090287090813035,-28.090287090813035
1097.0,1097.0,1645.0,0.3626333177089691,0.3646954596042633,0.3646954596042633,-802.1560237874228,-803.7710158055461,-803.7710158055461
1097.0,549.0,548.0,0.1996126025915146,0.2002592235803604,0.2002592235803604,-571.4117935607319,-574.2371046428016,-574.2371046428016
1097.0,549.0,549.0,0.4644380807876587,0.46760499477386475,0.46760499477386475,-69.52527147999353,-68.32188331794214,-68.32188331794214
1097.0,1097.0,548.0,0.4296818971633911,0.4310557544231415,0.4310557544231415,485.6104612070976,487.2569372879425,487.2569372879425
548.0,549.0,548.0,0.5662038326263428,0.5654101967811584,0.5654101967811584,521.9454632644306,519.9942546708498,519.9942546708498
1097.0,548.0,549.0,0.7572360038757324,0.7584263682365417,0.7584263682365417,-1810.798689276196,-1812.4065931789037,-1812.4065931789037
1097.0,1097.0,1097.0,0.3850371241569519,0.38283148407936096,0.38283148407936096,-103.8778781707465,-102.01120164253643,-102.01120164253643
549.0,548.0,1097.0,0.7223897576332092,0.7210661768913269,0.7210661768913269,-1459.3895387929024,-1457.7430627120575,-1457.7430627120575
1097.0,549.0,1097.0,0.36244162917137146,0.3646954596042633,0.3646954596042633,-1050.8922584709826,-1052.771015805546,-1052.771015805546
1097.0,548.0,549.0,0.7013341784477234,0.7021616697311401,0.7021616697311401,-242.67127224009982,-243.2898455436898,-243.2898455436898
548.0,549.0,549.0,0.7014287114143372,0.7036183476448059,0.7036183476448059,-1548.8249492455807,-1552.626324623654,-1552.626324623654
1097.0,549.0,1098.0,0.3850371241569519,0.38283148407936096,0.38283148407936096,-1201.8778781707465,-1200.0112016425364,-1200.0112016425364
1646.0,1097.0,1646.0,0.33250775933265686,0.3394565284252167,0.3394565284252167,-526.4801182167957,-536.6392793915256,-536.6392793915256
549.0,1097.0,548.0,0.7869617342948914,0.7865924835205078,0.7865924835205078,799.1750507544193,795.373675376346,795.373675376346
1097.0,1097.0,548.0,0.1698591262102127,0.1716243177652359,0.1716243177652359,-388.116744264069,-390.40179169851444,-390.40179169851444
1097.0,549.0,548.0,0.6314775943756104,0.6342906951904297,0.6342906951904297,281.1221218292535,282.98879835746357,282.98879835746357
1097.0,1097.0,548.0,0.19953802227973938,0.2002592235803604,0.2002592235803604,-889.2749935553411,-892.2371046428016,-892.2371046428016
1097.0,1097.0,548.0,0.7002848386764526,0.7012969255447388,0.7012969255447388,1620.1047816482223,1620.909712909187,1620.909712909187
548.0,1097.0,1097.0,0.1698591262102127,0.1716243177652359,0.1716243177652359,-126.11674426406898,-128.40179169851444,-128.40179169851444
548.0,549.0,549.0,1.0565224885940552,1.057776927947998,1.057776927947998,1319.1077415290174,1317.228984194454,1317.228984194454
1097.0,549.0,549.0,0.5650467276573181,0.5637526512145996,0.5637526512145996,-1092.5936798799803,-1088.6819731656487,-1088.6819731656487
1097.0,1097.0,549.0,0.23765628039836884,0.2379867434501648,0.2379867434501648,-1437.126213674178,-1438.016721846333,-1438.016721846333
1097.0,1097.0,549.0,0.7869617342948914,0.7865924835205078,0.7865924835205078,882.1750507544193,878.373675376346,878.373675376346
1097.0,549.0,549.0,0.4296812117099762,0.4310557544231415,0.4310557544231415,485.64108222333743,487.2569372879425,487.2569372879425
1098.0,548.0,549.0,0.7223545908927917,0.7210661768913269,0.7210661768913269,-1615.3589177766626,-1613.7430627120575,-1613.7430627120575
1646.0,1097.0,1097.0,0.5216736793518066,0.5217684507369995,0.5217684507369995,-289.21846555629054,-285.3797496566285,-285.3797496566285
549.0,1097.0,549.0,0.7570647597312927,0.7584263682365417,0.7584263682365417,-1390.6116488265689,-1392.4065931789037,-1392.4065931789037
1097.0,1097.0,1097.0,0.16214773058891296,0.16280338168144226,0.16280338168144226,137.784636483364,138.4622369019021,138.4622369019021
549.0,549.0,1098.0,0.7570647597312927,0.7584263682365417,0.7584263682365417,-1351.6116488265689,-1353.4065931789037,-1353.4065931789037
549.0,549.0,549.0,0.7681585550308228,0.7665651440620422,0.7665651440620422,390.70252056952177,387.2697241285259,387.2697241285259
549.0,1097.0,548.0,1.2532625198364258,1.2529923915863037,1.2529923915863037,2114.4726306713737,2114.007901968275,2114.007901968275
1097.0,549.0,549.0,0.7553829550743103,0.7571918964385986,0.7571918964385986,-1688.6488411948121,-1689.0164514668695,-1689.0164514668695
549.0,549.0,548.0,0.2814526855945587,0.28123149275779724,0.28123149275779724,-242.52736932862626,-242.99209803172516,-242.99209803172516
548.0,549.0,548.0,0.7324883341789246,0.7350208163261414,0.7350208163261414,-1182.2974794304782,-1185.730275871474,-1185.730275871474
1098.0,548.0,549.0,1.0075620412826538,1.0068647861480713,1.0068647861480713,1178.6410822233374,1180.2569372879425,1180.2569372879425
548.0,548.0,548.0,0.7553829550743103,0.7571918964385986,0.7571918964385986,-2171.648841194812,-2172.0164514668695,-2172.0164514668695
548.0,548.0,548.0,0.6003708243370056,0.6005485653877258,0.6005485653877258,462.38835117343115,460.5934068210963,460.5934068210963
548.0,1097.0,1097.0,0.433137446641922,0.4346140921115875,0.4346140921115875,-1021.020101620974,-1023.813019712451,-1023.813019712451
1097.0,1097.0,1097.0,0.9824098348617554,0.9808768630027771,0.9808768630027771,1919.8899271586124,1916.222101448142,1916.222101448142
548.0,548.0,548.0,0.6894322633743286,0.6902415156364441,0.6902415156364441,1310.7815344437095,1314.6202503433715,1314.6202503433715
1097.0,1097.0,1097.0,0.7734134197235107,0.7723527550697327,0.7723527550697327,671.8326732065962,668.2307434835175,668.2307434835175
